city,date,hour,day_of_week,violation_type,count
NYC,2022-06-28,0.0,1,other,2
NYC,2022-06-28,0.0,1,redlight,30
NYC,2022-06-28,1.0,1,other,2
NYC,2022-06-28,1.0,1,redlight,18
NYC,2022-06-28,2.0,1,other,1
NYC,2022-06-28,2.0,1,redlight,12
NYC,2022-06-28,3.0,1,other,2
NYC,2022-06-28,3.0,1,redlight,4
NYC,2022-06-28,4.0,1,redlight,26
NYC,2022-06-28,5.0,1,other,2
NYC,2022-06-28,5.0,1,redlight,25
NYC,2022-06-28,6.0,1,other,4
NYC,2022-06-28,6.0,1,redlight,37
NYC,2022-06-28,7.0,1,other,15
NYC,2022-06-28,7.0,1,redlight,68
NYC,2022-06-28,7.0,1,speed,1
NYC,2022-06-28,8.0,1,other,22
NYC,2022-06-28,8.0,1,redlight,109
NYC,2022-06-28,8.0,1,speed,1
NYC,2022-06-28,9.0,1,other,14
NYC,2022-06-28,9.0,1,redlight,95
NYC,2022-06-28,9.0,1,speed,1
NYC,2022-06-28,10.0,1,other,12
NYC,2022-06-28,10.0,1,redlight,117
NYC,2022-06-28,11.0,1,other,10
NYC,2022-06-28,11.0,1,redlight,152
NYC,2022-06-28,12.0,1,other,21
NYC,2022-06-28,12.0,1,redlight,129
NYC,2022-06-28,12.0,1,speed,2
NYC,2022-06-28,13.0,1,other,34
NYC,2022-06-28,13.0,1,redlight,142
NYC,2022-06-28,14.0,1,other,24
NYC,2022-06-28,14.0,1,redlight,152
NYC,2022-06-28,15.0,1,other,8
NYC,2022-06-28,15.0,1,redlight,199
NYC,2022-06-28,15.0,1,speed,2
NYC,2022-06-28,16.0,1,other,3
NYC,2022-06-28,16.0,1,redlight,187
NYC,2022-06-28,17.0,1,other,6
NYC,2022-06-28,17.0,1,redlight,174
NYC,2022-06-28,18.0,1,other,4
NYC,2022-06-28,18.0,1,redlight,148
NYC,2022-06-28,19.0,1,redlight,101
NYC,2022-06-28,20.0,1,other,4
NYC,2022-06-28,20.0,1,redlight,71
NYC,2022-06-28,20.0,1,speed,1
NYC,2022-06-28,21.0,1,other,3
NYC,2022-06-28,21.0,1,redlight,64
NYC,2022-06-28,22.0,1,redlight,79
NYC,2022-06-28,23.0,1,other,1
NYC,2022-06-28,23.0,1,redlight,64
NYC,2022-06-29,0.0,2,other,3
NYC,2022-06-29,0.0,2,redlight,41
NYC,2022-06-29,1.0,2,redlight,35
NYC,2022-06-29,2.0,2,other,3
NYC,2022-06-29,2.0,2,redlight,20
NYC,2022-06-29,3.0,2,other,1
NYC,2022-06-29,3.0,2,redlight,18
NYC,2022-06-29,4.0,2,redlight,15
NYC,2022-06-29,5.0,2,other,1
NYC,2022-06-29,5.0,2,redlight,33
NYC,2022-06-29,6.0,2,other,6
NYC,2022-06-29,6.0,2,redlight,41
NYC,2022-06-29,7.0,2,other,10
NYC,2022-06-29,7.0,2,redlight,65
NYC,2022-06-29,7.0,2,speed,1
NYC,2022-06-29,8.0,2,other,21
NYC,2022-06-29,8.0,2,redlight,96
NYC,2022-06-29,9.0,2,other,14
NYC,2022-06-29,9.0,2,redlight,108
NYC,2022-06-29,10.0,2,other,12
NYC,2022-06-29,10.0,2,redlight,135
NYC,2022-06-29,10.0,2,speed,2
NYC,2022-06-29,11.0,2,other,11
NYC,2022-06-29,11.0,2,redlight,153
NYC,2022-06-29,11.0,2,speed,1
NYC,2022-06-29,12.0,2,other,14
NYC,2022-06-29,12.0,2,redlight,123
NYC,2022-06-29,12.0,2,speed,3
NYC,2022-06-29,13.0,2,other,8
NYC,2022-06-29,13.0,2,redlight,174
NYC,2022-06-29,13.0,2,speed,2
NYC,2022-06-29,14.0,2,other,3
NYC,2022-06-29,14.0,2,redlight,157
NYC,2022-06-29,14.0,2,speed,1
NYC,2022-06-29,15.0,2,other,9
NYC,2022-06-29,15.0,2,redlight,170
NYC,2022-06-29,16.0,2,other,11
NYC,2022-06-29,16.0,2,redlight,190
NYC,2022-06-29,16.0,2,speed,1
NYC,2022-06-29,17.0,2,other,1
NYC,2022-06-29,17.0,2,redlight,192
NYC,2022-06-29,18.0,2,other,1
NYC,2022-06-29,18.0,2,redlight,178
NYC,2022-06-29,18.0,2,speed,1
NYC,2022-06-29,19.0,2,other,1
NYC,2022-06-29,19.0,2,redlight,114
NYC,2022-06-29,19.0,2,speed,1
NYC,2022-06-29,20.0,2,other,1
NYC,2022-06-29,20.0,2,redlight,92
NYC,2022-06-29,21.0,2,other,1
NYC,2022-06-29,21.0,2,redlight,75
NYC,2022-06-29,22.0,2,other,2
NYC,2022-06-29,22.0,2,redlight,53
NYC,2022-06-29,23.0,2,redlight,44
NYC,2022-06-30,0.0,3,redlight,55
NYC,2022-06-30,1.0,3,other,1
NYC,2022-06-30,1.0,3,redlight,47
NYC,2022-06-30,2.0,3,other,2
NYC,2022-06-30,2.0,3,redlight,17
NYC,2022-06-30,3.0,3,other,1
NYC,2022-06-30,3.0,3,redlight,23
NYC,2022-06-30,4.0,3,other,1
NYC,2022-06-30,4.0,3,redlight,22
NYC,2022-06-30,5.0,3,other,1
NYC,2022-06-30,5.0,3,redlight,35
NYC,2022-06-30,6.0,3,other,6
NYC,2022-06-30,6.0,3,redlight,48
NYC,2022-06-30,7.0,3,other,7
NYC,2022-06-30,7.0,3,redlight,89
NYC,2022-06-30,8.0,3,other,18
NYC,2022-06-30,8.0,3,redlight,107
NYC,2022-06-30,9.0,3,other,20
NYC,2022-06-30,9.0,3,redlight,123
NYC,2022-06-30,9.0,3,speed,2
NYC,2022-06-30,10.0,3,other,10
NYC,2022-06-30,10.0,3,redlight,123
NYC,2022-06-30,11.0,3,other,8
NYC,2022-06-30,11.0,3,redlight,136
NYC,2022-06-30,12.0,3,other,15
NYC,2022-06-30,12.0,3,redlight,155
NYC,2022-06-30,12.0,3,speed,2
NYC,2022-06-30,13.0,3,other,9
NYC,2022-06-30,13.0,3,redlight,211
NYC,2022-06-30,13.0,3,speed,1
NYC,2022-06-30,14.0,3,other,10
NYC,2022-06-30,14.0,3,redlight,158
NYC,2022-06-30,14.0,3,speed,2
NYC,2022-06-30,15.0,3,other,4
NYC,2022-06-30,15.0,3,redlight,204
NYC,2022-06-30,15.0,3,speed,1
NYC,2022-06-30,16.0,3,other,2
NYC,2022-06-30,16.0,3,redlight,181
NYC,2022-06-30,16.0,3,speed,2
NYC,2022-06-30,17.0,3,other,2
NYC,2022-06-30,17.0,3,redlight,158
NYC,2022-06-30,17.0,3,speed,1
NYC,2022-06-30,18.0,3,other,3
NYC,2022-06-30,18.0,3,redlight,166
NYC,2022-06-30,19.0,3,other,3
NYC,2022-06-30,19.0,3,redlight,146
NYC,2022-06-30,20.0,3,other,2
NYC,2022-06-30,20.0,3,redlight,87
NYC,2022-06-30,20.0,3,speed,1
NYC,2022-06-30,21.0,3,other,6
NYC,2022-06-30,21.0,3,redlight,97
NYC,2022-06-30,21.0,3,speed,2
NYC,2022-06-30,22.0,3,other,1
NYC,2022-06-30,22.0,3,redlight,83
NYC,2022-06-30,23.0,3,other,1
NYC,2022-06-30,23.0,3,redlight,55
NYC,2022-07-01,0.0,4,other,4
NYC,2022-07-01,0.0,4,redlight,37
NYC,2022-07-01,1.0,4,other,4
NYC,2022-07-01,1.0,4,redlight,31
NYC,2022-07-01,2.0,4,redlight,21
NYC,2022-07-01,3.0,4,redlight,10
NYC,2022-07-01,4.0,4,other,2
NYC,2022-07-01,4.0,4,redlight,32
NYC,2022-07-01,5.0,4,other,1
NYC,2022-07-01,5.0,4,redlight,36
NYC,2022-07-01,6.0,4,other,11
NYC,2022-07-01,6.0,4,redlight,74
NYC,2022-07-01,6.0,4,speed,1
NYC,2022-07-01,7.0,4,other,15
NYC,2022-07-01,7.0,4,redlight,92
NYC,2022-07-01,7.0,4,speed,2
NYC,2022-07-01,8.0,4,other,14
NYC,2022-07-01,8.0,4,redlight,109
NYC,2022-07-01,8.0,4,speed,2
NYC,2022-07-01,9.0,4,other,19
NYC,2022-07-01,9.0,4,redlight,130
NYC,2022-07-01,9.0,4,speed,2
NYC,2022-07-01,10.0,4,other,10
NYC,2022-07-01,10.0,4,redlight,122
NYC,2022-07-01,10.0,4,speed,2
NYC,2022-07-01,11.0,4,other,10
NYC,2022-07-01,11.0,4,redlight,154
NYC,2022-07-01,11.0,4,speed,2
NYC,2022-07-01,12.0,4,other,15
NYC,2022-07-01,12.0,4,redlight,179
NYC,2022-07-01,12.0,4,speed,4
NYC,2022-07-01,13.0,4,other,9
NYC,2022-07-01,13.0,4,redlight,155
NYC,2022-07-01,13.0,4,speed,1
NYC,2022-07-01,14.0,4,other,17
NYC,2022-07-01,14.0,4,redlight,222
NYC,2022-07-01,14.0,4,speed,2
NYC,2022-07-01,15.0,4,other,6
NYC,2022-07-01,15.0,4,redlight,162
NYC,2022-07-01,15.0,4,speed,1
NYC,2022-07-01,16.0,4,other,5
NYC,2022-07-01,16.0,4,redlight,182
NYC,2022-07-01,16.0,4,speed,4
NYC,2022-07-01,17.0,4,other,4
NYC,2022-07-01,17.0,4,redlight,165
NYC,2022-07-01,17.0,4,speed,1
NYC,2022-07-01,18.0,4,other,2
NYC,2022-07-01,18.0,4,redlight,125
NYC,2022-07-01,18.0,4,speed,3
NYC,2022-07-01,19.0,4,other,2
NYC,2022-07-01,19.0,4,redlight,95
NYC,2022-07-01,19.0,4,speed,1
NYC,2022-07-01,20.0,4,other,3
NYC,2022-07-01,20.0,4,redlight,62
NYC,2022-07-01,20.0,4,speed,2
NYC,2022-07-01,21.0,4,other,5
NYC,2022-07-01,21.0,4,redlight,45
NYC,2022-07-01,22.0,4,other,2
NYC,2022-07-01,22.0,4,redlight,70
NYC,2022-07-01,23.0,4,redlight,59
NYC,2022-07-02,0.0,5,other,2
NYC,2022-07-02,0.0,5,redlight,55
NYC,2022-07-02,1.0,5,other,3
NYC,2022-07-02,1.0,5,redlight,41
NYC,2022-07-02,2.0,5,other,1
NYC,2022-07-02,2.0,5,redlight,38
NYC,2022-07-02,3.0,5,other,1
NYC,2022-07-02,3.0,5,redlight,35
NYC,2022-07-02,4.0,5,other,1
NYC,2022-07-02,4.0,5,redlight,37
NYC,2022-07-02,5.0,5,other,2
NYC,2022-07-02,5.0,5,redlight,23
NYC,2022-07-02,6.0,5,other,12
NYC,2022-07-02,6.0,5,redlight,28
NYC,2022-07-02,7.0,5,other,6
NYC,2022-07-02,7.0,5,redlight,55
NYC,2022-07-02,8.0,5,other,14
NYC,2022-07-02,8.0,5,redlight,74
NYC,2022-07-02,9.0,5,other,5
NYC,2022-07-02,9.0,5,redlight,104
NYC,2022-07-02,10.0,5,other,6
NYC,2022-07-02,10.0,5,redlight,116
NYC,2022-07-02,11.0,5,other,8
NYC,2022-07-02,11.0,5,redlight,113
NYC,2022-07-02,12.0,5,other,13
NYC,2022-07-02,12.0,5,redlight,160
NYC,2022-07-02,13.0,5,other,8
NYC,2022-07-02,13.0,5,redlight,161
NYC,2022-07-02,14.0,5,other,6
NYC,2022-07-02,14.0,5,redlight,134
NYC,2022-07-02,15.0,5,other,1
NYC,2022-07-02,15.0,5,redlight,159
NYC,2022-07-02,16.0,5,other,3
NYC,2022-07-02,16.0,5,redlight,134
NYC,2022-07-02,17.0,5,other,3
NYC,2022-07-02,17.0,5,redlight,152
NYC,2022-07-02,18.0,5,redlight,109
NYC,2022-07-02,19.0,5,redlight,88
NYC,2022-07-02,20.0,5,other,1
NYC,2022-07-02,20.0,5,redlight,68
NYC,2022-07-02,21.0,5,other,2
NYC,2022-07-02,21.0,5,redlight,60
NYC,2022-07-02,22.0,5,other,3
NYC,2022-07-02,22.0,5,redlight,89
NYC,2022-07-02,23.0,5,other,2
NYC,2022-07-02,23.0,5,redlight,61
NYC,2022-07-03,0.0,6,other,2
NYC,2022-07-03,0.0,6,redlight,43
NYC,2022-07-03,1.0,6,other,1
NYC,2022-07-03,1.0,6,redlight,62
NYC,2022-07-03,2.0,6,other,4
NYC,2022-07-03,2.0,6,redlight,38
NYC,2022-07-03,3.0,6,redlight,32
NYC,2022-07-03,4.0,6,redlight,31
NYC,2022-07-03,5.0,6,other,1
NYC,2022-07-03,5.0,6,redlight,26
NYC,2022-07-03,6.0,6,other,1
NYC,2022-07-03,6.0,6,redlight,26
NYC,2022-07-03,7.0,6,other,3
NYC,2022-07-03,7.0,6,redlight,43
NYC,2022-07-03,8.0,6,redlight,39
NYC,2022-07-03,9.0,6,other,3
NYC,2022-07-03,9.0,6,redlight,50
NYC,2022-07-03,10.0,6,redlight,73
NYC,2022-07-03,11.0,6,other,4
NYC,2022-07-03,11.0,6,redlight,119
NYC,2022-07-03,12.0,6,other,7
NYC,2022-07-03,12.0,6,redlight,135
NYC,2022-07-03,13.0,6,other,1
NYC,2022-07-03,13.0,6,redlight,152
NYC,2022-07-03,14.0,6,other,3
NYC,2022-07-03,14.0,6,redlight,182
NYC,2022-07-03,15.0,6,other,2
NYC,2022-07-03,15.0,6,redlight,177
NYC,2022-07-03,16.0,6,other,5
NYC,2022-07-03,16.0,6,redlight,177
NYC,2022-07-03,17.0,6,other,1
NYC,2022-07-03,17.0,6,redlight,165
NYC,2022-07-03,18.0,6,other,1
NYC,2022-07-03,18.0,6,redlight,161
NYC,2022-07-03,19.0,6,other,1
NYC,2022-07-03,19.0,6,redlight,98
NYC,2022-07-03,20.0,6,redlight,76
NYC,2022-07-03,21.0,6,other,2
NYC,2022-07-03,21.0,6,redlight,66
NYC,2022-07-03,22.0,6,redlight,69
NYC,2022-07-03,23.0,6,redlight,53
NYC,2022-07-04,0.0,0,other,1
NYC,2022-07-04,0.0,0,redlight,56
NYC,2022-07-04,1.0,0,other,2
NYC,2022-07-04,1.0,0,redlight,43
NYC,2022-07-04,2.0,0,redlight,36
NYC,2022-07-04,3.0,0,redlight,32
NYC,2022-07-04,4.0,0,other,1
NYC,2022-07-04,4.0,0,redlight,36
NYC,2022-07-04,5.0,0,redlight,20
NYC,2022-07-04,6.0,0,other,1
NYC,2022-07-04,6.0,0,redlight,30
NYC,2022-07-04,7.0,0,other,4
NYC,2022-07-04,7.0,0,redlight,34
NYC,2022-07-04,8.0,0,other,2
NYC,2022-07-04,8.0,0,redlight,45
NYC,2022-07-04,9.0,0,other,3
NYC,2022-07-04,9.0,0,redlight,62
NYC,2022-07-04,10.0,0,redlight,76
NYC,2022-07-04,11.0,0,other,5
NYC,2022-07-04,11.0,0,redlight,69
NYC,2022-07-04,12.0,0,redlight,134
NYC,2022-07-04,13.0,0,other,7
NYC,2022-07-04,13.0,0,redlight,103
NYC,2022-07-04,14.0,0,other,3
NYC,2022-07-04,14.0,0,redlight,116
NYC,2022-07-04,15.0,0,other,1
NYC,2022-07-04,15.0,0,redlight,96
NYC,2022-07-04,16.0,0,other,2
NYC,2022-07-04,16.0,0,redlight,94
NYC,2022-07-04,17.0,0,other,2
NYC,2022-07-04,17.0,0,redlight,129
NYC,2022-07-04,18.0,0,redlight,97
NYC,2022-07-04,19.0,0,other,1
NYC,2022-07-04,19.0,0,redlight,98
NYC,2022-07-04,20.0,0,other,4
NYC,2022-07-04,20.0,0,redlight,69
NYC,2022-07-04,21.0,0,other,1
NYC,2022-07-04,21.0,0,redlight,81
NYC,2022-07-04,22.0,0,redlight,118
NYC,2022-07-04,23.0,0,redlight,95
NYC,2022-07-05,0.0,1,other,1
NYC,2022-07-05,0.0,1,redlight,63
NYC,2022-07-05,1.0,1,other,3
NYC,2022-07-05,1.0,1,redlight,34
NYC,2022-07-05,2.0,1,other,2
NYC,2022-07-05,2.0,1,redlight,23
NYC,2022-07-05,3.0,1,other,1
NYC,2022-07-05,3.0,1,redlight,27
NYC,2022-07-05,4.0,1,redlight,20
NYC,2022-07-05,5.0,1,other,3
NYC,2022-07-05,5.0,1,redlight,15
NYC,2022-07-05,6.0,1,other,9
NYC,2022-07-05,6.0,1,redlight,36
NYC,2022-07-05,6.0,1,speed,4
NYC,2022-07-05,7.0,1,other,13
NYC,2022-07-05,7.0,1,redlight,53
NYC,2022-07-05,7.0,1,speed,2
NYC,2022-07-05,8.0,1,other,21
NYC,2022-07-05,8.0,1,redlight,68
NYC,2022-07-05,8.0,1,speed,1
NYC,2022-07-05,9.0,1,other,20
NYC,2022-07-05,9.0,1,redlight,68
NYC,2022-07-05,9.0,1,speed,1
NYC,2022-07-05,10.0,1,other,23
NYC,2022-07-05,10.0,1,redlight,74
NYC,2022-07-05,11.0,1,other,25
NYC,2022-07-05,11.0,1,redlight,90
NYC,2022-07-05,11.0,1,speed,1
NYC,2022-07-05,12.0,1,other,22
NYC,2022-07-05,12.0,1,redlight,110
NYC,2022-07-05,12.0,1,speed,4
NYC,2022-07-05,13.0,1,other,18
NYC,2022-07-05,13.0,1,redlight,122
NYC,2022-07-05,14.0,1,other,16
NYC,2022-07-05,14.0,1,redlight,124
NYC,2022-07-05,14.0,1,speed,6
NYC,2022-07-05,15.0,1,other,7
NYC,2022-07-05,15.0,1,redlight,93
NYC,2022-07-05,16.0,1,other,7
NYC,2022-07-05,16.0,1,redlight,80
NYC,2022-07-05,16.0,1,speed,3
NYC,2022-07-05,17.0,1,other,2
NYC,2022-07-05,17.0,1,redlight,90
NYC,2022-07-05,17.0,1,speed,1
NYC,2022-07-05,18.0,1,other,6
NYC,2022-07-05,18.0,1,redlight,66
NYC,2022-07-05,18.0,1,speed,3
NYC,2022-07-05,19.0,1,redlight,34
NYC,2022-07-05,19.0,1,speed,2
NYC,2022-07-05,20.0,1,other,3
NYC,2022-07-05,20.0,1,redlight,43
NYC,2022-07-05,20.0,1,speed,1
NYC,2022-07-05,21.0,1,redlight,31
NYC,2022-07-05,21.0,1,speed,3
NYC,2022-07-05,22.0,1,redlight,26
NYC,2022-07-05,23.0,1,other,1
NYC,2022-07-05,23.0,1,redlight,35
NYC,2022-07-06,0.0,2,other,1
NYC,2022-07-06,0.0,2,redlight,27
NYC,2022-07-06,1.0,2,redlight,17
NYC,2022-07-06,2.0,2,other,1
NYC,2022-07-06,2.0,2,redlight,11
NYC,2022-07-06,3.0,2,other,3
NYC,2022-07-06,3.0,2,redlight,11
NYC,2022-07-06,4.0,2,redlight,18
NYC,2022-07-06,5.0,2,other,2
NYC,2022-07-06,5.0,2,redlight,25
NYC,2022-07-06,6.0,2,other,3
NYC,2022-07-06,6.0,2,redlight,27
NYC,2022-07-06,6.0,2,speed,1
NYC,2022-07-06,7.0,2,other,7
NYC,2022-07-06,7.0,2,redlight,61
NYC,2022-07-06,8.0,2,other,17
NYC,2022-07-06,8.0,2,redlight,63
NYC,2022-07-06,9.0,2,other,10
NYC,2022-07-06,9.0,2,redlight,64
NYC,2022-07-06,10.0,2,other,24
NYC,2022-07-06,10.0,2,redlight,72
NYC,2022-07-06,11.0,2,other,13
NYC,2022-07-06,11.0,2,redlight,69
NYC,2022-07-06,12.0,2,other,9
NYC,2022-07-06,12.0,2,redlight,79
NYC,2022-07-06,13.0,2,other,21
NYC,2022-07-06,13.0,2,redlight,74
NYC,2022-07-06,14.0,2,other,13
NYC,2022-07-06,14.0,2,redlight,130
NYC,2022-07-06,15.0,2,other,8
NYC,2022-07-06,15.0,2,redlight,117
NYC,2022-07-06,15.0,2,speed,1
NYC,2022-07-06,16.0,2,other,9
NYC,2022-07-06,16.0,2,redlight,97
NYC,2022-07-06,17.0,2,other,6
NYC,2022-07-06,17.0,2,redlight,103
NYC,2022-07-06,18.0,2,other,2
NYC,2022-07-06,18.0,2,redlight,119
NYC,2022-07-06,19.0,2,other,3
NYC,2022-07-06,19.0,2,redlight,64
NYC,2022-07-06,20.0,2,other,3
NYC,2022-07-06,20.0,2,redlight,56
NYC,2022-07-06,20.0,2,speed,2
NYC,2022-07-06,21.0,2,other,5
NYC,2022-07-06,21.0,2,redlight,55
NYC,2022-07-06,22.0,2,other,1
NYC,2022-07-06,22.0,2,redlight,44
NYC,2022-07-06,23.0,2,redlight,25
NYC,2022-07-07,0.0,3,other,6
NYC,2022-07-07,0.0,3,redlight,30
NYC,2022-07-07,1.0,3,redlight,19
NYC,2022-07-07,2.0,3,other,1
NYC,2022-07-07,2.0,3,redlight,10
NYC,2022-07-07,3.0,3,redlight,6
NYC,2022-07-07,4.0,3,other,1
NYC,2022-07-07,4.0,3,redlight,13
NYC,2022-07-07,5.0,3,other,2
NYC,2022-07-07,5.0,3,redlight,11
NYC,2022-07-07,6.0,3,other,9
NYC,2022-07-07,6.0,3,redlight,19
NYC,2022-07-07,7.0,3,other,26
NYC,2022-07-07,7.0,3,redlight,60
NYC,2022-07-07,8.0,3,other,25
NYC,2022-07-07,8.0,3,redlight,59
NYC,2022-07-07,9.0,3,other,21
NYC,2022-07-07,9.0,3,redlight,47
NYC,2022-07-07,10.0,3,other,18
NYC,2022-07-07,10.0,3,redlight,69
NYC,2022-07-07,11.0,3,other,21
NYC,2022-07-07,11.0,3,redlight,121
NYC,2022-07-07,11.0,3,speed,1
NYC,2022-07-07,12.0,3,other,16
NYC,2022-07-07,12.0,3,redlight,118
NYC,2022-07-07,13.0,3,other,17
NYC,2022-07-07,13.0,3,redlight,126
NYC,2022-07-07,13.0,3,speed,1
NYC,2022-07-07,14.0,3,other,21
NYC,2022-07-07,14.0,3,redlight,113
NYC,2022-07-07,15.0,3,other,12
NYC,2022-07-07,15.0,3,redlight,143
NYC,2022-07-07,16.0,3,other,9
NYC,2022-07-07,16.0,3,redlight,123
NYC,2022-07-07,17.0,3,other,3
NYC,2022-07-07,17.0,3,redlight,131
NYC,2022-07-07,17.0,3,speed,2
NYC,2022-07-07,18.0,3,other,1
NYC,2022-07-07,18.0,3,redlight,105
NYC,2022-07-07,19.0,3,other,1
NYC,2022-07-07,19.0,3,redlight,57
NYC,2022-07-07,20.0,3,other,7
NYC,2022-07-07,20.0,3,redlight,41
NYC,2022-07-07,20.0,3,speed,1
NYC,2022-07-07,21.0,3,other,7
NYC,2022-07-07,21.0,3,redlight,31
NYC,2022-07-07,22.0,3,other,3
NYC,2022-07-07,22.0,3,redlight,56
NYC,2022-07-07,23.0,3,other,3
NYC,2022-07-07,23.0,3,redlight,32
NYC,2022-07-08,0.0,4,other,1
NYC,2022-07-08,0.0,4,redlight,32
NYC,2022-07-08,1.0,4,other,1
NYC,2022-07-08,1.0,4,redlight,10
NYC,2022-07-08,2.0,4,other,2
NYC,2022-07-08,2.0,4,redlight,11
NYC,2022-07-08,3.0,4,other,1
NYC,2022-07-08,3.0,4,redlight,12
NYC,2022-07-08,4.0,4,redlight,10
NYC,2022-07-08,5.0,4,other,3
NYC,2022-07-08,5.0,4,redlight,14
NYC,2022-07-08,6.0,4,other,12
NYC,2022-07-08,6.0,4,redlight,51
NYC,2022-07-08,7.0,4,other,23
NYC,2022-07-08,7.0,4,redlight,44
NYC,2022-07-08,7.0,4,speed,2
NYC,2022-07-08,8.0,4,other,23
NYC,2022-07-08,8.0,4,redlight,62
NYC,2022-07-08,9.0,4,other,20
NYC,2022-07-08,9.0,4,redlight,61
NYC,2022-07-08,9.0,4,speed,2
NYC,2022-07-08,10.0,4,other,21
NYC,2022-07-08,10.0,4,redlight,103
NYC,2022-07-08,10.0,4,speed,5
NYC,2022-07-08,11.0,4,other,19
NYC,2022-07-08,11.0,4,redlight,90
NYC,2022-07-08,11.0,4,speed,2
NYC,2022-07-08,12.0,4,other,19
NYC,2022-07-08,12.0,4,redlight,109
NYC,2022-07-08,12.0,4,speed,4
NYC,2022-07-08,13.0,4,other,20
NYC,2022-07-08,13.0,4,redlight,130
NYC,2022-07-08,13.0,4,speed,5
NYC,2022-07-08,14.0,4,other,15
NYC,2022-07-08,14.0,4,redlight,133
NYC,2022-07-08,14.0,4,speed,3
NYC,2022-07-08,15.0,4,other,6
NYC,2022-07-08,15.0,4,redlight,95
NYC,2022-07-08,15.0,4,speed,5
NYC,2022-07-08,16.0,4,other,8
NYC,2022-07-08,16.0,4,redlight,106
NYC,2022-07-08,16.0,4,speed,2
NYC,2022-07-08,17.0,4,other,5
NYC,2022-07-08,17.0,4,redlight,94
NYC,2022-07-08,17.0,4,speed,1
NYC,2022-07-08,18.0,4,other,4
NYC,2022-07-08,18.0,4,redlight,85
NYC,2022-07-08,18.0,4,speed,2
NYC,2022-07-08,19.0,4,other,3
NYC,2022-07-08,19.0,4,redlight,55
NYC,2022-07-08,19.0,4,speed,2
NYC,2022-07-08,20.0,4,redlight,43
NYC,2022-07-08,20.0,4,speed,3
NYC,2022-07-08,21.0,4,other,2
NYC,2022-07-08,21.0,4,redlight,44
NYC,2022-07-08,21.0,4,speed,2
NYC,2022-07-08,22.0,4,other,2
NYC,2022-07-08,22.0,4,redlight,40
NYC,2022-07-08,23.0,4,other,2
NYC,2022-07-08,23.0,4,redlight,45
NYC,2022-07-09,0.0,5,other,1
NYC,2022-07-09,0.0,5,redlight,37
NYC,2022-07-09,1.0,5,other,2
NYC,2022-07-09,1.0,5,redlight,26
NYC,2022-07-09,2.0,5,other,1
NYC,2022-07-09,2.0,5,redlight,14
NYC,2022-07-09,3.0,5,other,1
NYC,2022-07-09,3.0,5,redlight,30
NYC,2022-07-09,4.0,5,other,6
NYC,2022-07-09,4.0,5,redlight,17
NYC,2022-07-09,5.0,5,other,3
NYC,2022-07-09,5.0,5,redlight,31
NYC,2022-07-09,6.0,5,other,14
NYC,2022-07-09,6.0,5,redlight,36
NYC,2022-07-09,7.0,5,other,24
NYC,2022-07-09,7.0,5,redlight,53
NYC,2022-07-09,8.0,5,other,16
NYC,2022-07-09,8.0,5,redlight,56
NYC,2022-07-09,9.0,5,other,16
NYC,2022-07-09,9.0,5,redlight,76
NYC,2022-07-09,10.0,5,other,9
NYC,2022-07-09,10.0,5,redlight,79
NYC,2022-07-09,11.0,5,other,19
NYC,2022-07-09,11.0,5,redlight,127
NYC,2022-07-09,12.0,5,other,3
NYC,2022-07-09,12.0,5,redlight,109
NYC,2022-07-09,13.0,5,other,6
NYC,2022-07-09,13.0,5,redlight,142
NYC,2022-07-09,14.0,5,other,6
NYC,2022-07-09,14.0,5,redlight,143
NYC,2022-07-09,15.0,5,other,4
NYC,2022-07-09,15.0,5,redlight,146
NYC,2022-07-09,16.0,5,other,3
NYC,2022-07-09,16.0,5,redlight,136
NYC,2022-07-09,17.0,5,other,5
NYC,2022-07-09,17.0,5,redlight,137
NYC,2022-07-09,18.0,5,other,3
NYC,2022-07-09,18.0,5,redlight,141
NYC,2022-07-09,19.0,5,other,1
NYC,2022-07-09,19.0,5,redlight,102
NYC,2022-07-09,20.0,5,other,1
NYC,2022-07-09,20.0,5,redlight,77
NYC,2022-07-09,21.0,5,other,1
NYC,2022-07-09,21.0,5,redlight,73
NYC,2022-07-09,22.0,5,other,1
NYC,2022-07-09,22.0,5,redlight,89
NYC,2022-07-09,23.0,5,redlight,76
NYC,2022-07-10,0.0,6,other,1
NYC,2022-07-10,0.0,6,redlight,37
NYC,2022-07-10,1.0,6,redlight,37
NYC,2022-07-10,2.0,6,redlight,29
NYC,2022-07-10,3.0,6,redlight,21
NYC,2022-07-10,4.0,6,redlight,24
NYC,2022-07-10,5.0,6,other,1
NYC,2022-07-10,5.0,6,redlight,23
NYC,2022-07-10,6.0,6,other,1
NYC,2022-07-10,6.0,6,redlight,27
NYC,2022-07-10,7.0,6,other,1
NYC,2022-07-10,7.0,6,redlight,28
NYC,2022-07-10,8.0,6,redlight,46
NYC,2022-07-10,9.0,6,other,6
NYC,2022-07-10,9.0,6,redlight,52
NYC,2022-07-10,10.0,6,other,2
NYC,2022-07-10,10.0,6,redlight,90
NYC,2022-07-10,11.0,6,other,7
NYC,2022-07-10,11.0,6,redlight,84
NYC,2022-07-10,12.0,6,other,5
NYC,2022-07-10,12.0,6,redlight,113
NYC,2022-07-10,13.0,6,other,1
NYC,2022-07-10,13.0,6,redlight,138
